,chain,voter,rank,chain_price,val_num,token,delegator,voting_power,n_participation,n_match,n_pass,total_proposal,p_participation,p_passed,p_matchproposal,missblock,jailed_ratio,commission,commission_variance,asset_value,asset_variance,day,max_day,n_outlier,total_chain,total_av,proportion_av
697,celestia,littledipper,9.0,4.7,96,12783829368114.0,38,0.032451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.01662771271436569,60083998030135.805,5.0739270724862473e+48,12.0,12.0,1,1,60083998030135.805,1.0
698,celestia,twinstake,10.0,4.7,96,9995964268336.0,115,0.025374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,46981032061179.2,5.0739270724862473e+48,12.0,12.0,1,2,52706022894604.05,0.8913788117750209
699,celestia,figment,11.0,4.7,96,7983102822660.0,147,0.020264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,0.0,0.1,0.01662771271436569,37520583266502.0,5.0739270724862473e+48,12.0,12.0,1,9,1.63529300932037e+25,2.2944257116402406e-12
700,celestia,cosmostation,12.0,4.7,96,7868050329451.0,3408,0.019972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,36979836548419.7,5.0739270724862473e+48,12.0,12.0,1,53,2.1860692526959946e+25,1.6916132232688375e-12
701,celestia,cuck.,13.0,4.7,96,7290138165919.0,243,0.018505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,34263649379819.3,5.0739270724862473e+48,12.0,12.0,1,1,34263649379819.3,1.0
702,celestia,popsteam,14.0,4.7,96,6266777478336.0,1279,0.015908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,29453854148179.2,5.0739270724862473e+48,12.0,12.0,1,5,1.4950334308200028e+23,1.9701134129170754e-10
703,celestia,xprv,15.0,4.7,96,5494199871374.0,93,0.013946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,25822739395457.8,5.0739270724862473e+48,12.0,12.0,1,1,25822739395457.8,1.0
704,celestia,nodes.guru,16.0,4.7,96,5331094431402.0,1453,0.013532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,25056143827589.4,5.0739270724862473e+48,12.0,12.0,1,19,9.333288919100604e+23,2.6845996137880105e-11
705,celestia,hextechnologies,17.0,4.7,96,5070247459312.0,18,0.01287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,23830163058766.4,5.0739270724862473e+48,12.0,12.0,1,1,23830163058766.4,1.0
706,celestia,senggigi,18.0,4.7,96,5017021100688.0,8,0.012735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.01662771271436569,23579999173233.6,5.0739270724862473e+48,12.0,12.0,1,1,23579999173233.6,1.0
707,celestia,imperator.co,19.0,4.7,96,4929815877102.0,1983,0.012514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,23170134622379.4,5.0739270724862473e+48,12.0,12.0,1,33,3.0500922157827406e+25,7.59653577111054e-13
708,celestia,binarybuilders,20.0,4.7,96,4216178063558.0,399,0.010702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,19816036898722.6,5.0739270724862473e+48,12.0,12.0,1,3,1.1592897412910099e+23,1.709325649397625e-10
709,celestia,stakingfacilities,21.0,4.7,96,4200013494707.0,140,0.010661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08,0.01662771271436569,19740063425122.902,5.0739270724862473e+48,12.0,12.0,1,3,4.2425526099061174e+23,4.652874163311725e-11
710,celestia,nocturnallabs,23.0,4.7,96,4112404571999.0,459,0.010439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,19328301488395.3,5.0739270724862473e+48,12.0,12.0,1,6,25464826897569.383,0.7590195514048511
711,celestia,qubelabs,24.0,4.7,96,3921318290665.0,363,0.009954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,18430195966125.5,5.0739270724862473e+48,12.0,12.0,1,6,3.193650164343056e+22,5.770887548015657e-10
712,celestia,polkachu.com,25.0,4.7,96,3806284509410.0,903,0.009662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,17889537194227.0,5.0739270724862473e+48,12.0,12.0,1,39,4.622064076386832e+25,3.8704649910893574e-13
713,celestia,ai,26.0,4.7,96,3443095313222.0,62,0.00874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,16182547972143.4,5.0739270724862473e+48,12.0,12.0,1,2,16458417480123.4,0.9832383940732355
714,celestia,zkvalidator,27.0,4.7,96,3320026603361.0,223,0.008428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,15604125035796.7,5.0739270724862473e+48,12.0,12.0,1,2,16064962347538.027,0.9713141368294615
715,celestia,upnode,28.0,4.7,96,3184343783409.0,129,0.008083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,14966415782022.3,5.0739270724862473e+48,12.0,12.0,1,2,2.2152419236193598e+22,6.756108947942585e-10
716,celestia,validatus,29.0,4.7,96,3042906795011.0,237,0.007724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,14301661936551.7,5.0739270724862473e+48,12.0,12.0,1,6,1.832150596753474e+22,7.805942350969343e-10
717,celestia,keplr,30.0,4.7,96,3035843334492.0,418,0.007706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,14268463672112.4,5.0739270724862473e+48,12.0,12.0,1,9,4.070210398442896e+23,3.5055838090264224e-11
718,celestia,mzonder,31.0,4.7,96,3016806249486.0,70,0.007658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.09,0.01662771271436569,14178989372584.2,5.0739270724862473e+48,12.0,12.0,1,8,2.5244429719001292e+23,5.616680404513864e-11
719,celestia,stakewithus,32.0,4.7,96,2883355658299.0,386,0.007319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,13551771594005.3,5.0739270724862473e+48,12.0,12.0,1,15,5.84268827521495e+24,2.3194411468934197e-12
720,celestia,baza,33.0,4.7,96,2748966623893.0,69,0.006978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,12920143132297.1,5.0739270724862473e+48,12.0,12.0,1,1,12920143132297.1,1.0
721,celestia,blackblocks,34.0,4.7,96,2685972356494.0,176,0.006818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,12624070075521.8,5.0739270724862473e+48,12.0,12.0,1,1,12624070075521.8,1.0
722,celestia,lavender.fivenodes,35.0,4.7,96,1653152563223.0,655,0.004196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,7769817047148.101,5.0739270724862473e+48,12.0,12.0,1,29,6.774193318897592e+24,1.1469730315302741e-12
723,celestia,alphab.ai,36.0,4.7,96,1606614584671.0,31,0.004078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,7551088547953.7,5.0739270724862473e+48,12.0,12.0,1,1,7551088547953.7,1.0
724,celestia,stakecito,37.0,4.7,96,1588769973163.0,1512,0.004033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,7467218873866.101,5.0739270724862473e+48,12.0,12.0,1,28,9.728906630137507e+24,7.675290921936374e-13
725,celestia,easy2stake,38.0,4.7,96,1566675988818.0,63,0.003977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.06,0.01662771271436569,7363377147444.601,5.0739270724862473e+48,12.0,12.0,1,11,13827440859181.395,0.5325191568297566
726,celestia,bharvest,39.0,4.7,96,1511580051778.0,86,0.003837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,7104426243356.601,5.0739270724862473e+48,12.0,12.0,1,15,1.2266070024791098e+25,5.791933544320032e-13
727,celestia,latamnodes,40.0,4.7,96,1439874533467.0,36,0.003655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,6767410307294.9,5.0739270724862473e+48,12.0,12.0,1,1,6767410307294.9,1.0
728,celestia,gunter,41.0,4.7,96,1362736752247.0,46,0.003459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,6404862735560.9,5.0739270724862473e+48,12.0,12.0,1,1,6404862735560.9,1.0
729,celestia,allnodes,42.0,4.7,96,1137669685959.0,187,0.002888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,5347047524007.3,5.0739270724862473e+48,12.0,12.0,1,28,1.2584542067422522e+25,4.2489011482182957e-13
730,celestia,frens,43.0,4.7,96,1083527046485.0,1117,0.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,5092577118479.5,5.0739270724862473e+48,12.0,12.0,1,27,7.459016112147236e+24,6.827411339393787e-13
731,celestia,nakoturk,44.0,4.7,96,1073829521417.0,270,0.002726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,5046998750659.9,5.0739270724862473e+48,12.0,12.0,1,4,1.4215724158316904e+16,0.00035502931081475407
732,celestia,kjnodes.com,45.0,4.7,96,1052977701105.0,110,0.002673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,4948995195193.5,5.0739270724862473e+48,12.0,12.0,1,7,1.8569927458770493e+23,2.6650589810764778e-11
733,celestia,brightlystake,46.0,4.7,96,1048267961359.0,66,0.002661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,4926859418387.3,5.0739270724862473e+48,12.0,12.0,1,5,1.3298695560632264e+23,3.7047689346105016e-11
734,celestia,cryptocrewvalidators,47.0,4.7,96,1043082858212.0,166,0.002648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.05,0.01662771271436569,4902489433596.4,5.0739270724862473e+48,12.0,12.0,1,21,1.2184880544900195e+25,4.0234201849834846e-13
735,celestia,everstake,48.0,4.7,96,909307630910.0,166,0.002308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,4273745865277.0,5.0739270724862473e+48,12.0,12.0,1,9,4.095002143850117e+25,1.0436492375700756e-13
736,celestia,nodeguardians,49.0,4.7,96,908299943279.0,624,0.002306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,4269009733411.3,5.0739270724862473e+48,12.0,12.0,1,6,21085783271894.43,0.202459148819078
737,celestia,nodestake,50.0,4.7,96,889244832998.0,1745,0.002257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,4179450715090.6,5.0739270724862473e+48,12.0,12.0,1,13,4.8476749234421645e+23,8.621557305502899e-12
738,celestia,forbole,51.0,4.7,96,871742620753.0,82,0.002213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,4097190317539.1,5.0739270724862473e+48,12.0,12.0,1,37,6.33895591848842e+24,6.463509717095668e-13
739,celestia,enigma,52.0,4.7,96,799241097838.0,111,0.002029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,3756433159838.6,5.0739270724862473e+48,12.0,12.0,1,20,2.7732440726486846e+23,1.3545267064254053e-11
740,celestia,stakelab,53.0,4.7,96,653124907656.0,542,0.001658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,3069687065983.2,5.0739270724862473e+48,12.0,12.0,1,44,9.574565079153651e+24,3.206085123037826e-13
741,celestia,kiln,54.0,4.7,96,633444580609.0,39,0.001608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08,0.01662771271436569,2977189528862.3003,5.0739270724862473e+48,12.0,12.0,1,4,7.526986735664488e+24,3.9553537602979074e-13
742,celestia,stakin,55.0,4.7,96,591577874426.0,129,0.001502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2780416009802.2,5.0739270724862473e+48,12.0,12.0,1,16,3.9803887839894934e+23,6.985287520118636e-12
743,celestia,w3.hitchhiker,56.0,4.7,96,588184036745.0,52,0.001493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2764464972701.5,5.0739270724862473e+48,12.0,12.0,1,1,2764464972701.5,1.0
744,celestia,larryengineer,57.0,4.7,96,578697149885.0,219,0.001469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2719876604459.5,5.0739270724862473e+48,12.0,12.0,1,4,5542277992637.192,0.4907506639098224
745,celestia,swissstaking,58.0,4.7,96,562712079945.0,604,0.001428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2644746775741.5,5.0739270724862473e+48,12.0,12.0,1,12,5.233099420997846e+24,5.053882150852009e-13
746,celestia,bwarelabs,59.0,4.7,96,558902504147.0,84,0.001419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2626841769490.9,5.0739270724862473e+48,12.0,12.0,1,9,3.930171921742603e+24,6.68378336061742e-13
747,celestia,lemniscap,60.0,4.7,96,527560643234.0,64,0.001339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2479535023199.8003,5.0739270724862473e+48,12.0,12.0,1,4,4.1003781795633146e+23,6.0470886211375454e-12
748,celestia,nysa.network,61.0,4.7,96,526907276623.0,16,0.001338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.07,0.01662771271436569,2476464200128.1,5.0739270724862473e+48,12.0,12.0,1,7,2.2169791216116414e+23,1.1170444394297341e-11
749,celestia,01node,62.0,4.7,96,525219867320.0,178,0.001333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2468533376404.0,5.0739270724862473e+48,12.0,12.0,1,17,6.180669076915803e+23,3.993958171330886e-12
750,celestia,crosnest,63.0,4.7,96,520883462797.0,110,0.001322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2448152275145.9,5.0739270724862473e+48,12.0,12.0,1,30,1.6960764571842464e+25,1.4434209405926298e-13
751,celestia,chainodetech,65.0,4.7,96,508272194744.0,54,0.00129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2388879315296.8003,5.0739270724862473e+48,12.0,12.0,1,8,7.287691986910204e+23,3.2779641614760727e-12
752,celestia,freshstaking,66.0,4.7,96,490330298833.0,54,0.001245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2304552404515.1,5.0739270724862473e+48,12.0,12.0,1,10,9467927931404.123,0.24340620473790697
753,celestia,moonlet,67.0,4.7,96,487447888039.0,90,0.001237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.05,0.01662771271436569,2291005073783.3003,5.0739270724862473e+48,12.0,12.0,1,4,4.412252534656213e+23,5.192370690001331e-12
754,celestia,meria,68.0,4.7,96,487325553293.0,604,0.001237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2290430100477.1,5.0739270724862473e+48,12.0,12.0,1,16,2.2530672526676387e+23,1.0165831036624512e-11
755,celestia,stakesquid,69.0,4.7,96,472909328419.0,48,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.06,0.01662771271436569,2222673843569.3003,5.0739270724862473e+48,12.0,12.0,1,1,2222673843569.3003,1.0
756,celestia,stakely.io,70.0,4.7,96,457272670945.0,325,0.001161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2149181553441.5,5.0739270724862473e+48,12.0,12.0,1,19,1.6213731434359243e+25,1.3255317334830607e-13
757,celestia,wavefive,71.0,4.7,96,455594076798.0,12,0.001156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,2141292160950.6,5.0739270724862473e+48,12.0,12.0,1,1,2141292160950.6,1.0
758,celestia,conqueror,72.0,4.7,96,448571734357.0,99,0.001139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2108287151477.9,5.0739270724862473e+48,12.0,12.0,1,1,2108287151477.9,1.0
759,celestia,validatrium.com,73.0,4.7,96,447666766980.0,14,0.001136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2104033804806.0,5.0739270724862473e+48,12.0,12.0,1,11,3.515737907576318e+23,5.98461506550834e-12
760,celestia,activenodes,74.0,4.7,96,444308854067.0,190,0.001128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.05,0.01662771271436569,2088251614114.9,5.0739270724862473e+48,12.0,12.0,1,22,1.861048038969791e+24,1.1220836702694039e-12
761,celestia,cumulo,75.0,4.7,96,443293710065.0,50,0.001125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2083480437305.5,5.0739270724862473e+48,12.0,12.0,1,1,2083480437305.5,1.0
762,celestia,ryabina,76.0,4.7,96,442132924239.0,48,0.001122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2078024743923.3,5.0739270724862473e+48,12.0,12.0,1,1,2078024743923.3,1.0
763,celestia,staking4all,77.0,4.7,96,437469993513.0,47,0.00111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2056108969511.1,5.0739270724862473e+48,12.0,12.0,1,6,8.955091249192551e+23,2.296022354542163e-12
764,celestia,kingsuper,78.0,4.7,96,436222974901.0,26,0.001107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2050247982034.7,5.0739270724862473e+48,12.0,12.0,1,16,2.262522582528863e+23,9.061779086169828e-12
765,celestia,bitnordic,79.0,4.7,96,429960584082.0,58,0.001091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,2020814745185.4,5.0739270724862473e+48,12.0,12.0,1,7,3.631229183745345e+24,5.565098326019397e-13
766,celestia,0xfury,80.0,4.7,96,427994564948.0,25,0.001086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08,0.01662771271436569,2011574455255.6,5.0739270724862473e+48,12.0,12.0,1,3,1.4212676067746764e+16,0.00014153382837033232
767,celestia,stakingcabin,81.0,4.7,96,427851581316.0,34,0.001086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,0.0,0.05,0.01662771271436569,2010902432185.2,5.0739270724862473e+48,12.0,12.0,1,10,9.725334416673823e+22,2.067694894622402e-11
768,celestia,suntzu,82.0,4.7,96,426158940973.0,15,0.001082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08,0.01662771271436569,2002947022573.1,5.0739270724862473e+48,12.0,12.0,1,1,2002947022573.1,1.0
769,celestia,neoprom,83.0,4.7,96,424726226730.0,19,0.001078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.12,0.01662771271436569,1996213265631.0,5.0739270724862473e+48,12.0,12.0,2,1,1996213265631.0,1.0
770,celestia,quantumcore,84.0,4.7,96,422535207022.0,7,0.001073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.12,0.01662771271436569,1985915473003.4,5.0739270724862473e+48,12.0,12.0,1,1,1985915473003.4,1.0
771,celestia,stakerspace,85.0,4.7,96,422505766142.0,37,0.001072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,1985777100867.4,5.0739270724862473e+48,12.0,12.0,1,3,4287690494268.5967,0.463134431816338
772,celestia,counterpoint,86.0,4.7,96,420907698925.0,18,0.001068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,1978266184947.5,5.0739270724862473e+48,12.0,12.0,1,1,1978266184947.5,1.0
773,celestia,spidey,87.0,4.7,96,418021848154.0,21,0.001061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,1964702686323.8,5.0739270724862473e+48,12.0,12.0,1,1,1964702686323.8,1.0
774,celestia,dsrv,88.0,4.7,96,417146063630.0,16,0.001059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,1960586499061.0,5.0739270724862473e+48,12.0,12.0,1,16,9.879582584164394e+24,1.984483132114862e-13
775,celestia,maplenodes,89.0,4.7,96,416285989200.0,16,0.001057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08,0.01662771271436569,1956544149240.0,5.0739270724862473e+48,12.0,12.0,1,1,1956544149240.0,1.0
776,celestia,neuler,90.0,4.7,96,415728437049.0,19,0.001055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.12,0.01662771271436569,1953923654130.3,5.0739270724862473e+48,12.0,12.0,1,1,1953923654130.3,1.0
777,celestia,contributiondao,91.0,4.7,96,415544680011.0,31,0.001055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,1953059996051.7,5.0739270724862473e+48,12.0,12.0,1,6,3.827703041227986e+24,5.102433430742653e-13
778,celestia,staked,92.0,4.7,96,415043297122.0,11,0.001054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,1950703496473.4,5.0739270724862473e+48,12.0,12.0,1,5,22804295300427.297,0.08554105578683892
779,celestia,amsolutions,93.0,4.7,96,414627491103.0,19,0.001052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,1948749208184.1,5.0739270724862473e+48,12.0,12.0,1,6,4.3752489036566765e+23,4.454030504539765e-12
780,celestia,lowfeevalidation,94.0,4.7,96,414024320136.0,5,0.001051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.12,0.01662771271436569,1945914304639.2,5.0739270724862473e+48,12.0,12.0,1,1,1945914304639.2,1.0
781,celestia,kooltek68,95.0,4.7,96,413102124620.0,30,0.001049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,1941579985714.0,5.0739270724862473e+48,12.0,12.0,1,6,2396750850573.6714,0.810088368279613
782,celestia,blockscope.net,96.0,4.7,96,411395540546.0,51,0.001044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.01662771271436569,1933559040566.2,5.0739270724862473e+48,12.0,12.0,1,8,1.6451514819703239e+25,1.1753076003982704e-13
783,celestia,moonli.me,98.0,4.7,96,410364087185.0,10,0.001042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,1928711209769.5,5.0739270724862473e+48,12.0,12.0,2,1,1928711209769.5,1.0
784,celestia,4sv,99.0,4.7,96,410262841751.0,54,0.001041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.01662771271436569,1928235356229.7,5.0739270724862473e+48,12.0,12.0,1,4,8322264146723.771,0.2316960051056285
785,chihuahua,cosmostation,1.0,7.554e-05,108,4471590242566557.0,5369,0.087306,48.0,46.0,42.0,50.0,0.96,0.875,0.92,21,0.0,0.05,0.01662771271436569,337783926923.4777,5.0739270724862473e+48,678.0,698.0,16,53,2.1860692526959946e+25,1.5451657192785723e-14
786,chihuahua,octonode,2.0,7.554e-05,108,2752927496648622.0,260,0.05375,43.0,39.0,36.0,50.0,0.86,0.8372093023255814,0.78,0,0.0,0.05,0.01662771271436569,207956143096.8369,5.0739270724862473e+48,626.0,698.0,9,2,1560425675064.926,0.1332688550437907
787,chihuahua,stakecito,3.0,7.554e-05,108,2043360400966763.2,3994,0.039896,41.0,40.0,36.0,50.0,0.82,0.8780487804878049,0.8,0,0.0,0.05,0.01662771271436569,154355444689.02927,5.0739270724862473e+48,665.0,698.0,15,28,9.728906630137507e+24,1.586565176922123e-14
788,chihuahua,citadel.one,4.0,7.554e-05,108,1944816394383952.8,3529,0.037972,47.0,42.0,40.0,50.0,0.94,0.851063829787234,0.84,0,0.0,0.05,0.01662771271436569,146911430431.7638,5.0739270724862473e+48,679.0,698.0,26,36,6.377362216133211e+25,2.3036394272872377e-15
789,chihuahua,polkachu.com,5.0,7.554e-05,108,1856520983062588.8,3788,0.036248,45.0,44.0,41.0,50.0,0.9,0.9111111111111112,0.88,0,0.0,0.05,0.01662771271436569,140241595060.54797,5.0739270724862473e+48,698.0,698.0,15,39,4.622064076386832e+25,3.034176782122369e-15
790,chihuahua,kingnodes,6.0,7.554e-05,108,1659991526265110.0,3202,0.032411,43.0,39.0,35.0,50.0,0.86,0.813953488372093,0.78,0,0.0,0.05,0.01662771271436569,125395759894.0664,5.0739270724862473e+48,698.0,698.0,11,9,1.4061148893026507e+25,8.917888633997413e-15
791,chihuahua,stakelab,7.0,7.554e-05,108,1590140597370008.0,2043,0.031047,40.0,39.0,38.0,50.0,0.8,0.95,0.78,0,0.0,0.05,0.01662771271436569,120119220725.3304,5.0739270724862473e+48,698.0,698.0,10,44,9.574565079153651e+24,1.2545658182099735e-14
792,chihuahua,whitewhale,8.0,7.554e-05,108,1398644654767662.0,682,0.027308,23.0,23.0,23.0,50.0,0.46,1.0,0.46,0,0.0,0.05,0.01662771271436569,105653617221.1492,5.0739270724862473e+48,454.0,698.0,12,8,9.295338279456327e+24,1.1366301477661633e-14
793,chihuahua,provalidator,9.0,7.554e-05,108,1357222693395069.0,2429,0.026499,36.0,34.0,32.0,50.0,0.72,0.8888888888888888,0.68,0,0.0,0.05,0.01662771271436569,102524602259.0635,5.0739270724862473e+48,649.0,698.0,9,17,7.260577415170055e+23,1.4120722966860924e-13
794,chihuahua,burninghuahua,10.0,7.554e-05,108,1301462462686624.0,366,0.025411,24.0,12.0,12.0,50.0,0.48,0.5,0.24,0,0.0,0.05,0.01662771271436569,98312474431.34758,5.0739270724862473e+48,474.0,698.0,11,1,98312474431.34758,1.0
795,chihuahua,ecostake,11.0,7.554e-05,108,1165561546177511.0,1653,0.022757,42.0,39.0,37.0,50.0,0.84,0.8809523809523809,0.78,0,0.0,0.05,0.01662771271436569,88046519198.24918,5.0739270724862473e+48,670.0,698.0,8,16,3.629014769545213e+24,2.4261824431561393e-14
796,chihuahua,goldenratiostaking,12.0,7.554e-05,108,1107791659158502.0,1513,0.021629,34.0,32.0,31.0,50.0,0.68,0.9117647058823528,0.64,0,0.0,0.05,0.01662771271436569,83682581932.83324,5.0739270724862473e+48,698.0,698.0,16,14,2.7613868482483704e+24,3.030454859517984e-14
797,chihuahua,jabbey,13.0,7.554e-05,108,1084433852193483.0,785,0.021173,44.0,42.0,38.0,50.0,0.88,0.8636363636363636,0.84,0,0.0,0.05,0.01662771271436569,81918133194.69571,5.0739270724862473e+48,698.0,698.0,3,15,1.9126064237339847e+23,4.283062745066327e-13
798,chihuahua,starchild.stars,14.0,7.554e-05,108,1054439837283441.0,23,0.020588,10.0,10.0,10.0,50.0,0.2,1.0,0.2,0,0.0,0.05,0.01662771271436569,79652385308.39113,5.0739270724862473e+48,365.0,698.0,8,2,81441751060.86473,0.9780288890014615
